Channel	AMBG	RampGain	InputVoltage	ADCvalue
CAL	2	9	0.22	233
CAL	2	10	0.22	237
CAL	2	11	0.22	240
CAL	2	12	0.22	246
CAL	2	13	0.22	249
CAL	2	14	0.22	252
CAL	2	15	0.22	255
CAL	2	0	0.23	205
CAL	2	1	0.23	209
CAL	2	2	0.23	213
CAL	2	3	0.23	217
CAL	2	4	0.23	223
CAL	2	5	0.23	226
CAL	2	6	0.23	230
CAL	2	7	0.23	233
CAL	2	8	0.23	239
CAL	2	9	0.23	243
CAL	2	10	0.23	247
CAL	2	11	0.23	251
CAL	2	12	0.23	256
CAL	2	13	0.23	260
CAL	2	14	0.23	263
CAL	2	15	0.23	266
CAL	2	0	0.24	213
CAL	2	1	0.24	217
CAL	2	2	0.24	222
CAL	2	3	0.24	225
CAL	2	4	0.24	232
CAL	2	5	0.24	235
CAL	2	6	0.24	239
CAL	2	7	0.24	243
CAL	2	8	0.24	249
CAL	2	9	0.24	253
CAL	2	10	0.24	257
CAL	2	11	0.24	261
CAL	2	12	0.24	267
CAL	2	13	0.24	270
CAL	2	14	0.24	274
CAL	2	15	0.24	277
CAL	2	0	0.25	222
CAL	2	1	0.25	226
CAL	2	2	0.25	230
CAL	2	3	0.25	234
CAL	2	4	0.25	241
CAL	2	5	0.25	245
CAL	2	6	0.25	249
CAL	2	7	0.25	252
CAL	2	8	0.25	259
CAL	2	9	0.25	263
CAL	2	10	0.25	267
CAL	2	11	0.25	271
CAL	2	12	0.25	277
CAL	2	13	0.25	281
CAL	2	14	0.25	285
CAL	2	15	0.25	288
CAL	2	0	0.26	230
CAL	2	1	0.26	234
CAL	2	2	0.26	239
CAL	2	3	0.26	243
CAL	2	4	0.26	250
CAL	2	5	0.26	254
CAL	2	6	0.26	258
CAL	2	7	0.26	262
CAL	2	8	0.26	269
CAL	2	9	0.26	273
CAL	2	10	0.26	278
CAL	2	11	0.26	281
CAL	2	12	0.26	288
CAL	2	13	0.26	291
CAL	2	14	0.26	295
CAL	2	15	0.26	299
CAL	2	0	0.27	238
CAL	2	1	0.27	243
CAL	2	2	0.27	248
CAL	2	3	0.27	252
CAL	2	4	0.27	259
CAL	2	5	0.27	263
CAL	2	6	0.27	267
CAL	2	7	0.27	271
CAL	2	8	0.27	279
CAL	2	9	0.27	283
CAL	2	10	0.27	288
CAL	2	11	0.27	291
CAL	2	12	0.27	298
CAL	2	13	0.27	302
CAL	2	14	0.27	306
CAL	2	15	0.27	310
CAL	2	0	0.28	247
CAL	2	1	0.28	251
CAL	2	2	0.28	256
CAL	2	3	0.28	261
CAL	2	4	0.28	268
CAL	2	5	0.28	272
CAL	2	6	0.28	277
CAL	2	7	0.28	281
CAL	2	8	0.28	288
CAL	2	9	0.28	293
CAL	2	10	0.28	298
CAL	2	11	0.28	302
CAL	2	12	0.28	308
CAL	2	13	0.28	312
CAL	2	14	0.28	317
CAL	2	15	0.28	321
CAL	2	0	0.29	255
CAL	2	1	0.29	260
CAL	2	2	0.29	265
CAL	2	3	0.29	270
CAL	2	4	0.29	277
CAL	2	5	0.29	281
CAL	2	6	0.29	286
CAL	2	7	0.29	290
CAL	2	8	0.29	298
CAL	2	9	0.29	303
CAL	2	10	0.29	308
CAL	2	11	0.29	312
CAL	2	12	0.29	319
CAL	2	13	0.29	323
CAL	2	14	0.29	328
CAL	2	15	0.29	331
CAL	2	0	0.3	263
CAL	2	1	0.3	268
CAL	2	2	0.3	274
CAL	2	3	0.3	278
CAL	2	4	0.3	286
CAL	2	5	0.3	291
CAL	2	6	0.3	295
CAL	2	7	0.3	299
CAL	2	8	0.3	308
CAL	2	9	0.3	313
CAL	2	10	0.3	318
CAL	2	11	0.3	322
CAL	2	12	0.3	329
CAL	2	13	0.3	334
CAL	2	14	0.3	338
CAL	2	15	0.3	342
CAL	2	0	0.31	271
CAL	2	1	0.31	277
CAL	2	2	0.31	282
CAL	2	3	0.31	287
CAL	2	4	0.31	295
CAL	2	5	0.31	300
CAL	2	6	0.31	305
CAL	2	7	0.31	309
CAL	2	8	0.31	317
CAL	2	9	0.31	323
CAL	2	10	0.31	328
CAL	2	11	0.31	332
CAL	2	12	0.31	340
CAL	2	13	0.31	344
CAL	2	14	0.31	349
CAL	2	15	0.31	353
CAL	2	0	0.32	280
CAL	2	1	0.32	285
CAL	2	2	0.32	291
CAL	2	3	0.32	296
CAL	2	4	0.32	304
CAL	2	5	0.32	309
CAL	2	6	0.32	314
CAL	2	7	0.32	318
CAL	2	8	0.32	327
CAL	2	9	0.32	332
CAL	2	10	0.32	338
CAL	2	11	0.32	342
CAL	2	12	0.32	350
CAL	2	13	0.32	355
CAL	2	14	0.32	360
CAL	2	15	0.32	364
CAL	2	0	0.33	288
CAL	2	1	0.33	294
CAL	2	2	0.33	300
CAL	2	3	0.33	305
CAL	2	4	0.33	313
CAL	2	5	0.33	318
CAL	2	6	0.33	323
CAL	2	7	0.33	328
CAL	2	8	0.33	337
CAL	2	9	0.33	342
CAL	2	10	0.33	348
CAL	2	11	0.33	353
CAL	2	12	0.33	361
CAL	2	13	0.33	366
CAL	2	14	0.33	371
CAL	2	15	0.33	375
CAL	2	0	0.34	297
CAL	2	1	0.34	302
CAL	2	2	0.34	308
CAL	2	3	0.34	314
CAL	2	4	0.34	322
CAL	2	5	0.34	327
CAL	2	6	0.34	333
CAL	2	7	0.34	338
CAL	2	8	0.34	347
CAL	2	9	0.34	352
CAL	2	10	0.34	358
CAL	2	11	0.34	363
CAL	2	12	0.34	371
CAL	2	13	0.34	376
CAL	2	14	0.34	381
CAL	2	15	0.34	386
CAL	2	0	0.35	305
CAL	2	1	0.35	311
CAL	2	2	0.35	317
CAL	2	3	0.35	322
CAL	2	4	0.35	331
CAL	2	5	0.35	337
CAL	2	6	0.35	342
CAL	2	7	0.35	347
CAL	2	8	0.35	356
CAL	2	9	0.35	362
CAL	2	10	0.35	368
CAL	2	11	0.35	373
CAL	2	12	0.35	382
CAL	2	13	0.35	387
CAL	2	14	0.35	392
CAL	2	15	0.35	397
CAL	2	0	0.36	313
CAL	2	1	0.36	319
CAL	2	2	0.36	326
CAL	2	3	0.36	331
CAL	2	4	0.36	340
CAL	2	5	0.36	346
CAL	2	6	0.36	352
CAL	2	7	0.36	357
CAL	2	8	0.36	366
CAL	2	9	0.36	372
CAL	2	10	0.36	378
CAL	2	11	0.36	383
CAL	2	12	0.36	392
CAL	2	13	0.36	397
CAL	2	14	0.36	403
CAL	2	15	0.36	408
CAL	2	0	0.37	322
CAL	2	1	0.37	328
CAL	2	2	0.37	334
CAL	2	3	0.37	340
CAL	2	4	0.37	349
CAL	2	5	0.37	355
CAL	2	6	0.37	361
CAL	2	7	0.37	366
CAL	2	8	0.37	376
CAL	2	9	0.37	382
CAL	2	10	0.37	388
CAL	2	11	0.37	394
CAL	2	12	0.37	403
CAL	2	13	0.37	408
CAL	2	14	0.37	414
CAL	2	15	0.37	419
CAL	2	0	0.38	330
CAL	2	1	0.38	336
CAL	2	2	0.38	343
CAL	2	3	0.38	349
CAL	2	4	0.38	359
CAL	2	5	0.38	364
CAL	2	6	0.38	370
CAL	2	7	0.38	375
CAL	2	8	0.38	386
CAL	2	9	0.38	392
CAL	2	10	0.38	398
CAL	2	11	0.38	404
CAL	2	12	0.38	413
CAL	2	13	0.38	419
CAL	2	14	0.38	425
CAL	2	15	0.38	429
CAL	2	0	0.39	338
CAL	2	1	0.39	345
CAL	2	2	0.39	352
CAL	2	3	0.39	357
CAL	2	4	0.39	367
CAL	2	5	0.39	373
CAL	2	6	0.39	380
CAL	2	7	0.39	385
CAL	2	8	0.39	395
CAL	2	9	0.39	402
CAL	2	10	0.39	409
CAL	2	11	0.39	414
CAL	2	12	0.39	424
CAL	2	13	0.39	429
CAL	2	14	0.39	435
CAL	2	15	0.39	440
CAL	2	0	0.4	346
CAL	2	1	0.4	353
CAL	2	2	0.4	360
CAL	2	3	0.4	366
CAL	2	4	0.4	376
CAL	2	5	0.4	383
CAL	2	6	0.4	389
CAL	2	7	0.4	395
CAL	2	8	0.4	405
CAL	2	9	0.4	412
CAL	2	10	0.4	419
CAL	2	11	0.4	424
CAL	2	12	0.4	434
CAL	2	13	0.4	440
CAL	2	14	0.4	446
CAL	2	15	0.4	451
CAL	2	0	0.41	355
CAL	2	1	0.41	362
CAL	2	2	0.41	369
CAL	2	3	0.41	375
CAL	2	4	0.41	386
CAL	2	5	0.41	392
CAL	2	6	0.41	398
CAL	2	7	0.41	404
CAL	2	8	0.41	415
CAL	2	9	0.41	422
CAL	2	10	0.41	429
CAL	2	11	0.41	435
CAL	2	12	0.41	445
CAL	2	13	0.41	451
CAL	2	14	0.41	457
CAL	2	15	0.41	462
CAL	2	0	0.42	363
CAL	2	1	0.42	370
CAL	2	2	0.42	378
CAL	2	3	0.42	384
CAL	2	4	0.42	395
CAL	2	5	0.42	401
CAL	2	6	0.42	408
CAL	2	7	0.42	413
CAL	2	8	0.42	425
CAL	2	9	0.42	432
CAL	2	10	0.42	439
CAL	2	11	0.42	445
CAL	2	12	0.42	455
CAL	2	13	0.42	461
CAL	2	14	0.42	468
CAL	2	15	0.42	473
CAL	2	0	0.43	371
CAL	2	1	0.43	379
CAL	2	2	0.43	386
CAL	2	3	0.43	393
CAL	2	4	0.43	404
CAL	2	5	0.43	410
CAL	2	6	0.43	417
CAL	2	7	0.43	423
CAL	2	8	0.43	435
CAL	2	9	0.43	441
CAL	2	10	0.43	449
CAL	2	11	0.43	455
CAL	2	12	0.43	466
CAL	2	13	0.43	472
CAL	2	14	0.43	478
CAL	2	15	0.43	484
CAL	2	0	0.44	380
CAL	2	1	0.44	387
CAL	2	2	0.44	395
CAL	2	3	0.44	402
CAL	2	4	0.44	413
CAL	2	5	0.44	419
CAL	2	6	0.44	427
CAL	2	7	0.44	433
CAL	2	8	0.44	444
CAL	2	9	0.44	452
CAL	2	10	0.44	459
CAL	2	11	0.44	465
CAL	2	12	0.44	476
CAL	2	13	0.44	483
CAL	2	14	0.44	489
CAL	2	15	0.44	495
CAL	2	0	0.45	388
CAL	2	1	0.45	396
CAL	2	2	0.45	404
CAL	2	3	0.45	411
CAL	2	4	0.45	422
CAL	2	5	0.45	429
CAL	2	6	0.45	436
CAL	2	7	0.45	442
CAL	2	8	0.45	454
CAL	2	9	0.45	462
CAL	2	10	0.45	469
CAL	2	11	0.45	476
CAL	2	12	0.45	487
CAL	2	13	0.45	493
CAL	2	14	0.45	500
CAL	2	15	0.45	506
CAL	2	0	0.46	397
CAL	2	1	0.46	404
CAL	2	2	0.46	412
CAL	2	3	0.46	419
CAL	2	4	0.46	431
CAL	2	5	0.46	438
CAL	2	6	0.46	445
CAL	2	7	0.46	452
CAL	2	8	0.46	464
CAL	2	9	0.46	471
CAL	2	10	0.46	479
CAL	2	11	0.46	486
CAL	2	12	0.46	497
CAL	2	13	0.46	504
CAL	2	14	0.46	511
CAL	2	15	0.46	517
CAL	2	0	0.47	405
CAL	2	1	0.47	413
CAL	2	2	0.47	421
CAL	2	3	0.47	428
CAL	2	4	0.47	440
CAL	2	5	0.47	447
CAL	2	6	0.47	455
CAL	2	7	0.47	461
CAL	2	8	0.47	474
CAL	2	9	0.47	481
CAL	2	10	0.47	489
CAL	2	11	0.47	496
CAL	2	12	0.47	508
CAL	2	13	0.47	514
CAL	2	14	0.47	522
CAL	2	15	0.47	528
CAL	2	0	0.48	413
CAL	2	1	0.48	421
CAL	2	2	0.48	430
CAL	2	3	0.48	437
CAL	2	4	0.48	449
CAL	2	5	0.48	456
CAL	2	6	0.48	464
CAL	2	7	0.48	471
CAL	2	8	0.48	484
CAL	2	9	0.48	491
CAL	2	10	0.48	500
CAL	2	11	0.48	506
CAL	2	12	0.48	518
CAL	2	13	0.48	525
CAL	2	14	0.48	532
CAL	2	15	0.48	538
CAL	2	0	0.49	422
CAL	2	1	0.49	430
CAL	2	2	0.49	439
CAL	2	3	0.49	446
CAL	2	4	0.49	458
CAL	2	5	0.49	466
CAL	2	6	0.49	473
CAL	2	7	0.49	480
CAL	2	8	0.49	493
CAL	2	9	0.49	501
CAL	2	10	0.49	510
CAL	2	11	0.49	517
CAL	2	12	0.49	529
CAL	2	13	0.49	536
CAL	2	14	0.49	543
CAL	2	15	0.49	549
CAL	2	0	0.5	430
CAL	2	1	0.5	438
CAL	2	2	0.5	447
CAL	2	3	0.5	455
CAL	2	4	0.5	467
CAL	2	5	0.5	475
CAL	2	6	0.5	483
CAL	2	7	0.5	490
CAL	2	8	0.5	503
CAL	2	9	0.5	511
CAL	2	10	0.5	520
CAL	2	11	0.5	527
CAL	2	12	0.5	539
CAL	2	13	0.5	546
CAL	2	14	0.5	554
CAL	2	15	0.5	560
CAL	2	0	0.51	438
CAL	2	1	0.51	447
CAL	2	2	0.51	456
CAL	2	3	0.51	463
CAL	2	4	0.51	476
CAL	2	5	0.51	484
CAL	2	6	0.51	492
CAL	2	7	0.51	499
CAL	2	8	0.51	513
CAL	2	9	0.51	521
CAL	2	10	0.51	530
CAL	2	11	0.51	537
CAL	2	12	0.51	549
CAL	2	13	0.51	557
CAL	2	14	0.51	565
CAL	2	15	0.51	571
CAL	2	0	0.52	447
CAL	2	1	0.52	455
CAL	2	2	0.52	464
CAL	2	3	0.52	472
CAL	2	4	0.52	485
CAL	2	5	0.52	493
CAL	2	6	0.52	502
CAL	2	7	0.52	509
CAL	2	8	0.52	523
CAL	2	9	0.52	531
CAL	2	10	0.52	540
CAL	2	11	0.52	547
CAL	2	12	0.52	560
CAL	2	13	0.52	567
CAL	2	14	0.52	575
CAL	2	15	0.52	582
CAL	2	0	0.53	455
CAL	2	1	0.53	464
CAL	2	2	0.53	473
CAL	2	3	0.53	481
CAL	2	4	0.53	494
CAL	2	5	0.53	502
CAL	2	6	0.53	511
CAL	2	7	0.53	518
CAL	2	8	0.53	532
CAL	2	9	0.53	541
CAL	2	10	0.53	550
CAL	2	11	0.53	558
CAL	2	12	0.53	570
CAL	2	13	0.53	578
CAL	2	14	0.53	586
CAL	2	15	0.53	593
CAL	2	0	0.54	463
CAL	2	1	0.54	472
CAL	2	2	0.54	482
CAL	2	3	0.54	490
CAL	2	4	0.54	504
CAL	2	5	0.54	512
CAL	2	6	0.54	520
CAL	2	7	0.54	528
CAL	2	8	0.54	542
CAL	2	9	0.54	551
CAL	2	10	0.54	560
CAL	2	11	0.54	568
CAL	2	12	0.54	581
CAL	2	13	0.54	589
CAL	2	14	0.54	597
CAL	2	15	0.54	604
CAL	2	0	0.55	471
CAL	2	1	0.55	481
CAL	2	2	0.55	490
CAL	2	3	0.55	499
CAL	2	4	0.55	513
CAL	2	5	0.55	521
CAL	2	6	0.55	530
CAL	2	7	0.55	537
CAL	2	8	0.55	552
CAL	2	9	0.55	561
CAL	2	10	0.55	570
CAL	2	11	0.55	578
CAL	2	12	0.55	591
CAL	2	13	0.55	599
CAL	2	14	0.55	608
CAL	2	15	0.55	615
CAL	2	0	0.56	480
CAL	2	1	0.56	489
CAL	2	2	0.56	499
CAL	2	3	0.56	507
CAL	2	4	0.56	522
CAL	2	5	0.56	530
CAL	2	6	0.56	539
CAL	2	7	0.56	547
CAL	2	8	0.56	562
CAL	2	9	0.56	571
CAL	2	10	0.56	580
CAL	2	11	0.56	588
CAL	2	12	0.56	602
CAL	2	13	0.56	610
CAL	2	14	0.56	619
CAL	2	15	0.56	626
CAL	2	0	0.57	488
CAL	2	1	0.57	498
CAL	2	2	0.57	508
CAL	2	3	0.57	516
CAL	2	4	0.57	531
CAL	2	5	0.57	539
CAL	2	6	0.57	549
CAL	2	7	0.57	556
CAL	2	8	0.57	571
CAL	2	9	0.57	580
CAL	2	10	0.57	590
CAL	2	11	0.57	598
CAL	2	12	0.57	612
CAL	2	13	0.57	620
CAL	2	14	0.57	629
CAL	2	15	0.57	636
CAL	2	0	0.58	496
CAL	2	1	0.58	506
CAL	2	2	0.58	517
CAL	2	3	0.58	525
CAL	2	4	0.58	540
CAL	2	5	0.58	549
CAL	2	6	0.58	558
CAL	2	7	0.58	566
CAL	2	8	0.58	581
CAL	2	9	0.58	591
CAL	2	10	0.58	601
CAL	2	11	0.58	609
CAL	2	12	0.58	622
CAL	2	13	0.58	631
CAL	2	14	0.58	640
CAL	2	15	0.58	647
CAL	2	0	0.59	505
CAL	2	1	0.59	515
CAL	2	2	0.59	525
CAL	2	3	0.59	534
CAL	2	4	0.59	549
CAL	2	5	0.59	558
CAL	2	6	0.59	567
CAL	2	7	0.59	575
CAL	2	8	0.59	591
CAL	2	9	0.59	601
CAL	2	10	0.59	611
CAL	2	11	0.59	619
CAL	2	12	0.59	633
CAL	2	13	0.59	642
CAL	2	14	0.59	651
CAL	2	15	0.59	658
CAL	2	0	0.6	513
CAL	2	1	0.6	523
CAL	2	2	0.6	534
CAL	2	3	0.6	543
CAL	2	4	0.6	558
CAL	2	5	0.6	567
CAL	2	6	0.6	577
CAL	2	7	0.6	585
CAL	2	8	0.6	601
CAL	2	9	0.6	610
CAL	2	10	0.6	621
CAL	2	11	0.6	629
CAL	2	12	0.6	644
CAL	2	13	0.6	652
CAL	2	14	0.6	662
CAL	2	15	0.6	669
CAL	2	0	0.61	522
CAL	2	1	0.61	531
CAL	2	2	0.61	542
CAL	2	3	0.61	551
CAL	2	4	0.61	567
CAL	2	5	0.61	576
CAL	2	6	0.61	586
CAL	2	7	0.61	594
CAL	2	8	0.61	611
CAL	2	9	0.61	620
CAL	2	10	0.61	631
CAL	2	11	0.61	639
CAL	2	12	0.61	654
CAL	2	13	0.61	663
CAL	2	14	0.61	672
CAL	2	15	0.61	680
CAL	2	0	0.62	530
CAL	2	1	0.62	540
CAL	2	2	0.62	551
CAL	2	3	0.62	560
CAL	2	4	0.62	576
CAL	2	5	0.62	585
CAL	2	6	0.62	595
CAL	2	7	0.62	604
CAL	2	8	0.62	620
CAL	2	9	0.62	630
CAL	2	10	0.62	641
CAL	2	11	0.62	650
CAL	2	12	0.62	664
CAL	2	13	0.62	674
CAL	2	14	0.62	683
CAL	2	15	0.62	691
CAL	2	0	0.63	538
CAL	2	1	0.63	549
CAL	2	2	0.63	560
CAL	2	3	0.63	569
CAL	2	4	0.63	585
CAL	2	5	0.63	595
CAL	2	6	0.63	605
CAL	2	7	0.63	613
CAL	2	8	0.63	630
CAL	2	9	0.63	640
CAL	2	10	0.63	651
CAL	2	11	0.63	660
CAL	2	12	0.63	675
CAL	2	13	0.63	684
CAL	2	14	0.63	694
CAL	2	15	0.63	702
CAL	2	0	0.64	546
CAL	2	1	0.64	557
CAL	2	2	0.64	568
CAL	2	3	0.64	578
CAL	2	4	0.64	594
CAL	2	5	0.64	604
CAL	2	6	0.64	614
CAL	2	7	0.64	623
CAL	2	8	0.64	640
CAL	2	9	0.64	650
CAL	2	10	0.64	661
CAL	2	11	0.64	670
CAL	2	12	0.64	685
CAL	2	13	0.64	695
CAL	2	14	0.64	705
CAL	2	15	0.64	713
CAL	2	0	0.65	554
CAL	2	1	0.65	566
CAL	2	2	0.65	577
CAL	2	3	0.65	587
CAL	2	4	0.65	603
CAL	2	5	0.65	613
CAL	2	6	0.65	623
CAL	2	7	0.65	632
CAL	2	8	0.65	650
CAL	2	9	0.65	660
CAL	2	10	0.65	671
CAL	2	11	0.65	680
CAL	2	12	0.65	696
CAL	2	13	0.65	706
CAL	2	14	0.65	715
CAL	2	15	0.65	723
CAL	2	0	0.66	563
CAL	2	1	0.66	574
CAL	2	2	0.66	586
CAL	2	3	0.66	596
CAL	2	4	0.66	612
CAL	2	5	0.66	622
CAL	2	6	0.66	633
CAL	2	7	0.66	642
CAL	2	8	0.66	659
CAL	2	9	0.66	670
CAL	2	10	0.66	681
CAL	2	11	0.66	690
CAL	2	12	0.66	707
CAL	2	13	0.66	716
CAL	2	14	0.66	726
CAL	2	15	0.66	734
CAL	2	0	0.67	571
CAL	2	1	0.67	583
CAL	2	2	0.67	594
CAL	2	3	0.67	604
CAL	2	4	0.67	621
CAL	2	5	0.67	631
CAL	2	6	0.67	642
CAL	2	7	0.67	651
CAL	2	8	0.67	669
CAL	2	9	0.67	680
CAL	2	10	0.67	691
CAL	2	11	0.67	701
CAL	2	12	0.67	717
CAL	2	13	0.67	726
CAL	2	14	0.67	736
CAL	2	15	0.67	744
CAL	2	0	0.68	579
CAL	2	1	0.68	591
CAL	2	2	0.68	603
CAL	2	3	0.68	613
CAL	2	4	0.68	630
CAL	2	5	0.68	640
CAL	2	6	0.68	651
CAL	2	7	0.68	660
CAL	2	8	0.68	679
CAL	2	9	0.68	690
CAL	2	10	0.68	702
CAL	2	11	0.68	711
CAL	2	12	0.68	727
CAL	2	13	0.68	736
CAL	2	14	0.68	747
CAL	2	15	0.68	755
CAL	2	0	0.69	588
CAL	2	1	0.69	600
CAL	2	2	0.69	612
CAL	2	3	0.69	622
CAL	2	4	0.69	639
CAL	2	5	0.69	650
CAL	2	6	0.69	661
CAL	2	7	0.69	670
CAL	2	8	0.69	688
CAL	2	9	0.69	699
CAL	2	10	0.69	711
CAL	2	11	0.69	721
CAL	2	12	0.69	737
CAL	2	13	0.69	747
CAL	2	14	0.69	757
CAL	2	15	0.69	766
CAL	2	0	0.7	596
CAL	2	1	0.7	608
CAL	2	2	0.7	620
CAL	2	3	0.7	631
CAL	2	4	0.7	648
CAL	2	5	0.7	659
CAL	2	6	0.7	670
CAL	2	7	0.7	679
CAL	2	8	0.7	698
CAL	2	9	0.7	710
CAL	2	10	0.7	721
CAL	2	11	0.7	731
CAL	2	12	0.7	747
CAL	2	13	0.7	757
CAL	2	14	0.7	768
CAL	2	15	0.7	776
CAL	2	0	0.71	605
CAL	2	1	0.71	617
CAL	2	2	0.71	629
CAL	2	3	0.71	639
CAL	2	4	0.71	657
CAL	2	5	0.71	668
CAL	2	6	0.71	679
CAL	2	7	0.71	689
CAL	2	8	0.71	708
CAL	2	9	0.71	719
CAL	2	10	0.71	731
CAL	2	11	0.71	741
CAL	2	12	0.71	758
CAL	2	13	0.71	768
CAL	2	14	0.71	778
CAL	2	15	0.71	787
CAL	2	0	0.72	613
CAL	2	1	0.72	625
CAL	2	2	0.72	638
CAL	2	3	0.72	648
CAL	2	4	0.72	666
CAL	2	5	0.72	677
CAL	2	6	0.72	689
CAL	2	7	0.72	699
CAL	2	8	0.72	718
CAL	2	9	0.72	729
CAL	2	10	0.72	741
CAL	2	11	0.72	751
CAL	2	12	0.72	768
CAL	2	13	0.72	778
CAL	2	14	0.72	789
CAL	2	15	0.72	798
CAL	2	0	0.73	621
CAL	2	1	0.73	633
CAL	2	2	0.73	646
CAL	2	3	0.73	657
CAL	2	4	0.73	675
CAL	2	5	0.73	686
CAL	2	6	0.73	698
CAL	2	7	0.73	708
CAL	2	8	0.73	728
CAL	2	9	0.73	739
CAL	2	10	0.73	751
CAL	2	11	0.73	761
CAL	2	12	0.73	778
CAL	2	13	0.73	788
CAL	2	14	0.73	799
CAL	2	15	0.73	808
CAL	2	0	0.74	629
CAL	2	1	0.74	642
CAL	2	2	0.74	655
CAL	2	3	0.74	666
CAL	2	4	0.74	684
CAL	2	5	0.74	695
CAL	2	6	0.74	708
CAL	2	7	0.74	718
CAL	2	8	0.74	737
CAL	2	9	0.74	749
CAL	2	10	0.74	761
CAL	2	11	0.74	771
CAL	2	12	0.74	788
CAL	2	13	0.74	798
CAL	2	14	0.74	810
CAL	2	15	0.74	819
CAL	2	0	0.75	637
CAL	2	1	0.75	650
CAL	2	2	0.75	663
CAL	2	3	0.75	674
CAL	2	4	0.75	693
CAL	2	5	0.75	706
CAL	2	6	0.75	717
CAL	2	7	0.75	727
CAL	2	8	0.75	746
CAL	2	9	0.75	758
CAL	2	10	0.75	771
CAL	2	11	0.75	781
CAL	2	12	0.75	799
CAL	2	13	0.75	809
CAL	2	14	0.75	820
CAL	2	15	0.75	829
CAL	2	0	0.76	645
CAL	2	1	0.76	658
CAL	2	2	0.76	672
CAL	2	3	0.76	683
CAL	2	4	0.76	703
CAL	2	5	0.76	715
CAL	2	6	0.76	726
CAL	2	7	0.76	737
CAL	2	8	0.76	756
CAL	2	9	0.76	768
CAL	2	10	0.76	780
CAL	2	11	0.76	791
CAL	2	12	0.76	809
CAL	2	13	0.76	819
CAL	2	14	0.76	831
CAL	2	15	0.76	840
CAL	2	0	0.77	654
CAL	2	1	0.77	666
CAL	2	2	0.77	680
CAL	2	3	0.77	692
CAL	2	4	0.77	712
CAL	2	5	0.77	724
CAL	2	6	0.77	736
CAL	2	7	0.77	746
CAL	2	8	0.77	765
CAL	2	9	0.77	778
CAL	2	10	0.77	790
CAL	2	11	0.77	801
CAL	2	12	0.77	819
CAL	2	13	0.77	830
CAL	2	14	0.77	841
CAL	2	15	0.77	851
CAL	2	0	0.78	662
CAL	2	1	0.78	675
CAL	2	2	0.78	688
CAL	2	3	0.78	702
CAL	2	4	0.78	721
CAL	2	5	0.78	733
CAL	2	6	0.78	744
CAL	2	7	0.78	755
CAL	2	8	0.78	775
CAL	2	9	0.78	787
CAL	2	10	0.78	800
CAL	2	11	0.78	811
CAL	2	12	0.78	829
CAL	2	13	0.78	840
CAL	2	14	0.78	852
CAL	2	15	0.78	861
CAL	2	0	0.79	670
CAL	2	1	0.79	683
CAL	2	2	0.79	697
CAL	2	3	0.79	711
CAL	2	4	0.79	730
CAL	2	5	0.79	742
CAL	2	6	0.79	754
CAL	2	7	0.79	764
CAL	2	8	0.79	785
CAL	2	9	0.79	797
CAL	2	10	0.79	810
CAL	2	11	0.79	821
CAL	2	12	0.79	839
CAL	2	13	0.79	850
CAL	2	14	0.79	862
CAL	2	15	0.79	872
CAL	2	0	0.8	678
CAL	2	1	0.8	691
CAL	2	2	0.8	708
CAL	2	3	0.8	720
CAL	2	4	0.8	739
CAL	2	5	0.8	751
CAL	2	6	0.8	763
CAL	2	7	0.8	774
CAL	2	8	0.8	794
CAL	2	9	0.8	807
CAL	2	10	0.8	820
CAL	2	11	0.8	831
CAL	2	12	0.8	850
CAL	2	13	0.8	861
CAL	2	14	0.8	873
CAL	2	15	0.8	883
CAL	2	0	0.81	685
CAL	2	1	0.81	703
CAL	2	2	0.81	717
CAL	2	3	0.81	728
CAL	2	4	0.81	748
CAL	2	5	0.81	760
CAL	2	6	0.81	772
CAL	2	7	0.81	783
CAL	2	8	0.81	804
CAL	2	9	0.81	816
CAL	2	10	0.81	830
CAL	2	11	0.81	841
CAL	2	12	0.81	860
CAL	2	13	0.81	871
CAL	2	14	0.81	884
CAL	2	15	0.81	894
CAL	2	0	0.82	693
CAL	2	1	0.82	711
CAL	2	2	0.82	725
CAL	2	3	0.82	737
CAL	2	4	0.82	757
CAL	2	5	0.82	769
CAL	2	6	0.82	781
CAL	2	7	0.82	792
CAL	2	8	0.82	813
CAL	2	9	0.82	826
CAL	2	10	0.82	840
CAL	2	11	0.82	851
CAL	2	12	0.82	870
CAL	2	13	0.82	882
CAL	2	14	0.82	894
CAL	2	15	0.82	904
CAL	2	0	0.83	706
CAL	2	1	0.83	719
CAL	2	2	0.83	734
CAL	2	3	0.83	745
CAL	2	4	0.83	766
CAL	2	5	0.83	778
CAL	2	6	0.83	790
CAL	2	7	0.83	801
CAL	2	8	0.83	823
CAL	2	9	0.83	836
CAL	2	10	0.83	849
CAL	2	11	0.83	861
CAL	2	12	0.83	880
CAL	2	13	0.83	892
CAL	2	14	0.83	904
CAL	2	15	0.83	915
CAL	2	0	0.839999	714
CAL	2	1	0.839999	728
CAL	2	2	0.839999	742
CAL	2	3	0.839999	754
CAL	2	4	0.839999	775
CAL	2	5	0.839999	787
CAL	2	6	0.839999	800
CAL	2	7	0.839999	811
CAL	2	8	0.839999	833
CAL	2	9	0.839999	845
CAL	2	10	0.839999	859
CAL	2	11	0.839999	871
CAL	2	12	0.839999	890
CAL	2	13	0.839999	902
