Channel	AMBG	RampGain	InputVoltage	ADCvalue
Hrefy	2	15	0.04	65
Hrefy	2	0	0.05	59
Hrefy	2	1	0.05	60
Hrefy	2	2	0.05	61
Hrefy	2	3	0.05	62
Hrefy	2	4	0.05	64
Hrefy	2	5	0.05	65
Hrefy	2	6	0.05	66
Hrefy	2	7	0.05	66
Hrefy	2	8	0.05	68
Hrefy	2	9	0.05	69
Hrefy	2	10	0.05	70
Hrefy	2	11	0.05	71
Hrefy	2	12	0.05	73
Hrefy	2	13	0.05	73
Hrefy	2	14	0.05	75
Hrefy	2	15	0.05	75
Hrefy	2	0	0.06	67
Hrefy	2	1	0.06	68
Hrefy	2	2	0.06	70
Hrefy	2	3	0.06	70
Hrefy	2	4	0.06	72
Hrefy	2	5	0.06	73
Hrefy	2	6	0.06	75
Hrefy	2	7	0.06	76
Hrefy	2	8	0.06	78
Hrefy	2	9	0.06	79
Hrefy	2	10	0.06	80
Hrefy	2	11	0.06	81
Hrefy	2	12	0.06	83
Hrefy	2	13	0.06	84
Hrefy	2	14	0.06	85
Hrefy	2	15	0.06	86
Hrefy	2	0	0.07	75
Hrefy	2	1	0.07	76
Hrefy	2	2	0.07	78
Hrefy	2	3	0.07	79
Hrefy	2	4	0.07	81
Hrefy	2	5	0.07	83
Hrefy	2	6	0.07	84
Hrefy	2	7	0.07	85
Hrefy	2	8	0.07	87
Hrefy	2	9	0.07	89
Hrefy	2	10	0.07	90
Hrefy	2	11	0.07	91
Hrefy	2	12	0.07	93
Hrefy	2	13	0.07	94
Hrefy	2	14	0.07	96
Hrefy	2	15	0.07	97
Hrefy	2	0	0.08	83
Hrefy	2	1	0.08	85
Hrefy	2	2	0.08	87
Hrefy	2	3	0.08	88
Hrefy	2	4	0.08	90
Hrefy	2	5	0.08	92
Hrefy	2	6	0.08	93
Hrefy	2	7	0.08	94
Hrefy	2	8	0.08	97
Hrefy	2	9	0.08	98
Hrefy	2	10	0.08	100
Hrefy	2	11	0.08	101
Hrefy	2	12	0.08	103
Hrefy	2	13	0.08	105
Hrefy	2	14	0.08	106
Hrefy	2	15	0.08	107
Hrefy	2	0	0.09	92
Hrefy	2	1	0.09	93
Hrefy	2	2	0.09	95
Hrefy	2	3	0.09	97
Hrefy	2	4	0.09	99
Hrefy	2	5	0.09	101
Hrefy	2	6	0.09	102
Hrefy	2	7	0.09	104
Hrefy	2	8	0.09	106
Hrefy	2	9	0.09	108
Hrefy	2	10	0.09	110
Hrefy	2	11	0.09	111
Hrefy	2	12	0.09	114
Hrefy	2	13	0.09	115
Hrefy	2	14	0.09	117
Hrefy	2	15	0.09	118
Hrefy	2	0	0.1	100
Hrefy	2	1	0.1	102
Hrefy	2	2	0.1	104
Hrefy	2	3	0.1	105
Hrefy	2	4	0.1	108
Hrefy	2	5	0.1	110
Hrefy	2	6	0.1	112
Hrefy	2	7	0.1	113
Hrefy	2	8	0.1	116
Hrefy	2	9	0.1	118
Hrefy	2	10	0.1	120
Hrefy	2	11	0.1	121
Hrefy	2	12	0.1	124
Hrefy	2	13	0.1	126
Hrefy	2	14	0.1	127
Hrefy	2	15	0.1	129
Hrefy	2	0	0.11	108
Hrefy	2	1	0.11	110
Hrefy	2	2	0.11	112
Hrefy	2	3	0.11	114
Hrefy	2	4	0.11	117
Hrefy	2	5	0.11	119
Hrefy	2	6	0.11	121
Hrefy	2	7	0.11	123
Hrefy	2	8	0.11	126
Hrefy	2	9	0.11	128
Hrefy	2	10	0.11	130
Hrefy	2	11	0.11	132
Hrefy	2	12	0.11	134
Hrefy	2	13	0.11	136
Hrefy	2	14	0.11	138
Hrefy	2	15	0.11	140
Hrefy	2	0	0.12	116
Hrefy	2	1	0.12	119
Hrefy	2	2	0.12	121
Hrefy	2	3	0.12	123
Hrefy	2	4	0.12	126
Hrefy	2	5	0.12	128
Hrefy	2	6	0.12	130
Hrefy	2	7	0.12	132
Hrefy	2	8	0.12	135
Hrefy	2	9	0.12	138
Hrefy	2	10	0.12	140
Hrefy	2	11	0.12	142
Hrefy	2	12	0.12	145
Hrefy	2	13	0.12	147
Hrefy	2	14	0.12	149
Hrefy	2	15	0.12	150
Hrefy	2	0	0.13	124
Hrefy	2	1	0.13	127
Hrefy	2	2	0.13	129
Hrefy	2	3	0.13	132
Hrefy	2	4	0.13	135
Hrefy	2	5	0.13	137
Hrefy	2	6	0.13	139
Hrefy	2	7	0.13	141
Hrefy	2	8	0.13	145
Hrefy	2	9	0.13	147
Hrefy	2	10	0.13	150
Hrefy	2	11	0.13	152
Hrefy	2	12	0.13	155
Hrefy	2	13	0.13	157
Hrefy	2	14	0.13	159
Hrefy	2	15	0.13	161
Hrefy	2	0	0.14	133
Hrefy	2	1	0.14	135
Hrefy	2	2	0.14	138
Hrefy	2	3	0.14	140
Hrefy	2	4	0.14	144
Hrefy	2	5	0.14	146
Hrefy	2	6	0.14	149
Hrefy	2	7	0.14	151
Hrefy	2	8	0.14	155
Hrefy	2	9	0.14	157
Hrefy	2	10	0.14	160
Hrefy	2	11	0.14	162
Hrefy	2	12	0.14	166
Hrefy	2	13	0.14	168
Hrefy	2	14	0.14	170
Hrefy	2	15	0.14	172
Hrefy	2	0	0.15	141
Hrefy	2	1	0.15	144
Hrefy	2	2	0.15	147
Hrefy	2	3	0.15	149
Hrefy	2	4	0.15	153
Hrefy	2	5	0.15	156
Hrefy	2	6	0.15	158
Hrefy	2	7	0.15	160
Hrefy	2	8	0.15	164
Hrefy	2	9	0.15	167
Hrefy	2	10	0.15	170
Hrefy	2	11	0.15	172
Hrefy	2	12	0.15	176
Hrefy	2	13	0.15	178
Hrefy	2	14	0.15	181
Hrefy	2	15	0.15	183
Hrefy	2	0	0.16	149
Hrefy	2	1	0.16	152
Hrefy	2	2	0.16	155
Hrefy	2	3	0.16	158
Hrefy	2	4	0.16	162
Hrefy	2	5	0.16	165
Hrefy	2	6	0.16	167
Hrefy	2	7	0.16	170
Hrefy	2	8	0.16	174
Hrefy	2	9	0.16	177
Hrefy	2	10	0.16	180
Hrefy	2	11	0.16	182
Hrefy	2	12	0.16	186
Hrefy	2	13	0.16	189
Hrefy	2	14	0.16	191
Hrefy	2	15	0.16	194
Hrefy	2	0	0.17	158
Hrefy	2	1	0.17	161
Hrefy	2	2	0.17	164
Hrefy	2	3	0.17	167
Hrefy	2	4	0.17	171
Hrefy	2	5	0.17	174
Hrefy	2	6	0.17	177
Hrefy	2	7	0.17	179
Hrefy	2	8	0.17	184
Hrefy	2	9	0.17	187
Hrefy	2	10	0.17	190
Hrefy	2	11	0.17	192
Hrefy	2	12	0.17	197
Hrefy	2	13	0.17	199
Hrefy	2	14	0.17	202
Hrefy	2	15	0.17	204
Hrefy	2	0	0.18	166
Hrefy	2	1	0.18	169
Hrefy	2	2	0.18	172
Hrefy	2	3	0.18	175
Hrefy	2	4	0.18	180
Hrefy	2	5	0.18	183
Hrefy	2	6	0.18	186
Hrefy	2	7	0.18	189
Hrefy	2	8	0.18	194
Hrefy	2	9	0.18	197
Hrefy	2	10	0.18	200
Hrefy	2	11	0.18	203
Hrefy	2	12	0.18	207
Hrefy	2	13	0.18	210
Hrefy	2	14	0.18	213
Hrefy	2	15	0.18	215
Hrefy	2	0	0.19	174
Hrefy	2	1	0.19	178
Hrefy	2	2	0.19	181
Hrefy	2	3	0.19	184
Hrefy	2	4	0.19	189
Hrefy	2	5	0.19	192
Hrefy	2	6	0.19	195
Hrefy	2	7	0.19	198
Hrefy	2	8	0.19	203
Hrefy	2	9	0.19	206
Hrefy	2	10	0.19	210
Hrefy	2	11	0.19	213
Hrefy	2	12	0.19	217
Hrefy	2	13	0.19	220
Hrefy	2	14	0.19	223
Hrefy	2	15	0.19	226
Hrefy	2	0	0.2	182
Hrefy	2	1	0.2	186
Hrefy	2	2	0.2	190
Hrefy	2	3	0.2	193
Hrefy	2	4	0.2	198
Hrefy	2	5	0.2	201
Hrefy	2	6	0.2	205
Hrefy	2	7	0.2	208
Hrefy	2	8	0.2	213
Hrefy	2	9	0.2	216
Hrefy	2	10	0.2	220
Hrefy	2	11	0.2	223
Hrefy	2	12	0.2	228
Hrefy	2	13	0.2	231
Hrefy	2	14	0.2	234
Hrefy	2	15	0.2	237
Hrefy	2	0	0.21	191
Hrefy	2	1	0.21	195
Hrefy	2	2	0.21	198
Hrefy	2	3	0.21	202
Hrefy	2	4	0.21	207
Hrefy	2	5	0.21	210
Hrefy	2	6	0.21	214
Hrefy	2	7	0.21	217
Hrefy	2	8	0.21	223
Hrefy	2	9	0.21	226
Hrefy	2	10	0.21	230
Hrefy	2	11	0.21	233
Hrefy	2	12	0.21	238
Hrefy	2	13	0.21	242
Hrefy	2	14	0.21	245
Hrefy	2	15	0.21	248
Hrefy	2	0	0.22	199
Hrefy	2	1	0.22	203
Hrefy	2	2	0.22	207
Hrefy	2	3	0.22	210
Hrefy	2	4	0.22	216
Hrefy	2	5	0.22	220
Hrefy	2	6	0.22	223
Hrefy	2	7	0.22	226
Hrefy	2	8	0.22	232
Hrefy	2	9	0.22	236
Hrefy	2	10	0.22	240
Hrefy	2	11	0.22	243
Hrefy	2	12	0.22	249
Hrefy	2	13	0.22	252
Hrefy	2	14	0.22	256
Hrefy	2	15	0.22	259
Hrefy	2	0	0.23	207
Hrefy	2	1	0.23	211
Hrefy	2	2	0.23	216
Hrefy	2	3	0.23	219
Hrefy	2	4	0.23	225
Hrefy	2	5	0.23	229
Hrefy	2	6	0.23	233
Hrefy	2	7	0.23	236
Hrefy	2	8	0.23	242
Hrefy	2	9	0.23	246
Hrefy	2	10	0.23	250
Hrefy	2	11	0.23	254
Hrefy	2	12	0.23	259
Hrefy	2	13	0.23	263
Hrefy	2	14	0.23	266
Hrefy	2	15	0.23	269
Hrefy	2	0	0.24	216
Hrefy	2	1	0.24	220
Hrefy	2	2	0.24	224
Hrefy	2	3	0.24	228
Hrefy	2	4	0.24	234
Hrefy	2	5	0.24	238
Hrefy	2	6	0.24	242
Hrefy	2	7	0.24	245
Hrefy	2	8	0.24	252
Hrefy	2	9	0.24	256
Hrefy	2	10	0.24	260
Hrefy	2	11	0.24	264
Hrefy	2	12	0.24	270
Hrefy	2	13	0.24	273
Hrefy	2	14	0.24	277
Hrefy	2	15	0.24	280
Hrefy	2	0	0.25	224
Hrefy	2	1	0.25	228
Hrefy	2	2	0.25	233
Hrefy	2	3	0.25	237
Hrefy	2	4	0.25	243
Hrefy	2	5	0.25	247
Hrefy	2	6	0.25	251
Hrefy	2	7	0.25	255
Hrefy	2	8	0.25	262
Hrefy	2	9	0.25	266
Hrefy	2	10	0.25	270
Hrefy	2	11	0.25	274
Hrefy	2	12	0.25	280
Hrefy	2	13	0.25	284
Hrefy	2	14	0.25	288
Hrefy	2	15	0.25	291
Hrefy	2	0	0.26	232
Hrefy	2	1	0.26	237
Hrefy	2	2	0.26	242
Hrefy	2	3	0.26	245
Hrefy	2	4	0.26	252
Hrefy	2	5	0.26	256
Hrefy	2	6	0.26	261
Hrefy	2	7	0.26	264
Hrefy	2	8	0.26	272
Hrefy	2	9	0.26	276
Hrefy	2	10	0.26	280
Hrefy	2	11	0.26	284
Hrefy	2	12	0.26	291
Hrefy	2	13	0.26	294
Hrefy	2	14	0.26	299
Hrefy	2	15	0.26	302
Hrefy	2	0	0.27	241
Hrefy	2	1	0.27	245
Hrefy	2	2	0.27	250
Hrefy	2	3	0.27	254
Hrefy	2	4	0.27	261
Hrefy	2	5	0.27	266
Hrefy	2	6	0.27	270
Hrefy	2	7	0.27	274
Hrefy	2	8	0.27	281
Hrefy	2	9	0.27	286
Hrefy	2	10	0.27	290
Hrefy	2	11	0.27	294
Hrefy	2	12	0.27	301
Hrefy	2	13	0.27	305
Hrefy	2	14	0.27	309
Hrefy	2	15	0.27	313
Hrefy	2	0	0.28	249
Hrefy	2	1	0.28	254
Hrefy	2	2	0.28	259
Hrefy	2	3	0.28	263
Hrefy	2	4	0.28	270
Hrefy	2	5	0.28	275
Hrefy	2	6	0.28	279
Hrefy	2	7	0.28	283
Hrefy	2	8	0.28	291
Hrefy	2	9	0.28	296
Hrefy	2	10	0.28	300
Hrefy	2	11	0.28	305
Hrefy	2	12	0.28	311
Hrefy	2	13	0.28	316
Hrefy	2	14	0.28	320
Hrefy	2	15	0.28	324
Hrefy	2	0	0.29	257
Hrefy	2	1	0.29	262
Hrefy	2	2	0.29	268
Hrefy	2	3	0.29	272
Hrefy	2	4	0.29	279
Hrefy	2	5	0.29	284
Hrefy	2	6	0.29	289
Hrefy	2	7	0.29	293
Hrefy	2	8	0.29	301
Hrefy	2	9	0.29	306
Hrefy	2	10	0.29	311
Hrefy	2	11	0.29	315
Hrefy	2	12	0.29	322
Hrefy	2	13	0.29	326
Hrefy	2	14	0.29	331
Hrefy	2	15	0.29	335
Hrefy	2	0	0.3	265
Hrefy	2	1	0.3	271
Hrefy	2	2	0.3	276
Hrefy	2	3	0.3	281
Hrefy	2	4	0.3	289
Hrefy	2	5	0.3	293
Hrefy	2	6	0.3	298
Hrefy	2	7	0.3	302
Hrefy	2	8	0.3	310
Hrefy	2	9	0.3	315
Hrefy	2	10	0.3	321
Hrefy	2	11	0.3	325
Hrefy	2	12	0.3	332
Hrefy	2	13	0.3	337
Hrefy	2	14	0.3	342
Hrefy	2	15	0.3	345
Hrefy	2	0	0.31	274
Hrefy	2	1	0.31	279
Hrefy	2	2	0.31	285
Hrefy	2	3	0.31	290
Hrefy	2	4	0.31	298
Hrefy	2	5	0.31	302
Hrefy	2	6	0.31	307
Hrefy	2	7	0.31	312
Hrefy	2	8	0.31	320
Hrefy	2	9	0.31	325
Hrefy	2	10	0.31	331
Hrefy	2	11	0.31	335
Hrefy	2	12	0.31	343
Hrefy	2	13	0.31	347
Hrefy	2	14	0.31	353
Hrefy	2	15	0.31	356
Hrefy	2	0	0.32	282
Hrefy	2	1	0.32	288
Hrefy	2	2	0.32	294
Hrefy	2	3	0.32	298
Hrefy	2	4	0.32	307
Hrefy	2	5	0.32	312
Hrefy	2	6	0.32	317
Hrefy	2	7	0.32	321
Hrefy	2	8	0.32	330
Hrefy	2	9	0.32	335
Hrefy	2	10	0.32	341
Hrefy	2	11	0.32	346
Hrefy	2	12	0.32	353
Hrefy	2	13	0.32	358
Hrefy	2	14	0.32	363
Hrefy	2	15	0.32	367
Hrefy	2	0	0.33	291
Hrefy	2	1	0.33	296
Hrefy	2	2	0.33	302
Hrefy	2	3	0.33	307
Hrefy	2	4	0.33	316
Hrefy	2	5	0.33	321
Hrefy	2	6	0.33	326
Hrefy	2	7	0.33	331
Hrefy	2	8	0.33	340
Hrefy	2	9	0.33	345
Hrefy	2	10	0.33	351
Hrefy	2	11	0.33	356
Hrefy	2	12	0.33	364
Hrefy	2	13	0.33	369
Hrefy	2	14	0.33	374
Hrefy	2	15	0.33	378
Hrefy	2	0	0.34	299
Hrefy	2	1	0.34	305
Hrefy	2	2	0.34	311
Hrefy	2	3	0.34	316
Hrefy	2	4	0.34	325
Hrefy	2	5	0.34	330
Hrefy	2	6	0.34	336
Hrefy	2	7	0.34	340
Hrefy	2	8	0.34	350
Hrefy	2	9	0.34	355
Hrefy	2	10	0.34	361
Hrefy	2	11	0.34	366
Hrefy	2	12	0.34	374
Hrefy	2	13	0.34	379
Hrefy	2	14	0.34	385
Hrefy	2	15	0.34	389
Hrefy	2	0	0.35	307
Hrefy	2	1	0.35	313
Hrefy	2	2	0.35	320
Hrefy	2	3	0.35	325
Hrefy	2	4	0.35	334
Hrefy	2	5	0.35	339
Hrefy	2	6	0.35	345
Hrefy	2	7	0.35	350
Hrefy	2	8	0.35	359
Hrefy	2	9	0.35	365
Hrefy	2	10	0.35	371
Hrefy	2	11	0.35	376
Hrefy	2	12	0.35	385
Hrefy	2	13	0.35	390
Hrefy	2	14	0.35	395
Hrefy	2	15	0.35	400
Hrefy	2	0	0.36	316
Hrefy	2	1	0.36	322
Hrefy	2	2	0.36	328
Hrefy	2	3	0.36	334
Hrefy	2	4	0.36	343
Hrefy	2	5	0.36	348
Hrefy	2	6	0.36	354
Hrefy	2	7	0.36	360
Hrefy	2	8	0.36	369
Hrefy	2	9	0.36	375
Hrefy	2	10	0.36	381
Hrefy	2	11	0.36	386
Hrefy	2	12	0.36	395
Hrefy	2	13	0.36	401
Hrefy	2	14	0.36	406
Hrefy	2	15	0.36	411
Hrefy	2	0	0.37	324
Hrefy	2	1	0.37	330
Hrefy	2	2	0.37	337
Hrefy	2	3	0.37	343
Hrefy	2	4	0.37	352
Hrefy	2	5	0.37	358
Hrefy	2	6	0.37	364
Hrefy	2	7	0.37	369
Hrefy	2	8	0.37	379
Hrefy	2	9	0.37	385
Hrefy	2	10	0.37	391
Hrefy	2	11	0.37	397
Hrefy	2	12	0.37	406
Hrefy	2	13	0.37	411
Hrefy	2	14	0.37	417
Hrefy	2	15	0.37	422
Hrefy	2	0	0.38	332
Hrefy	2	1	0.38	339
Hrefy	2	2	0.38	346
Hrefy	2	3	0.38	351
Hrefy	2	4	0.38	361
Hrefy	2	5	0.38	367
Hrefy	2	6	0.38	373
Hrefy	2	7	0.38	378
Hrefy	2	8	0.38	389
Hrefy	2	9	0.38	395
Hrefy	2	10	0.38	401
Hrefy	2	11	0.38	407
Hrefy	2	12	0.38	416
Hrefy	2	13	0.38	422
Hrefy	2	14	0.38	428
Hrefy	2	15	0.38	433
Hrefy	2	0	0.39	341
Hrefy	2	1	0.39	347
Hrefy	2	2	0.39	354
Hrefy	2	3	0.39	360
Hrefy	2	4	0.39	370
Hrefy	2	5	0.39	376
Hrefy	2	6	0.39	383
Hrefy	2	7	0.39	388
Hrefy	2	8	0.39	398
Hrefy	2	9	0.39	405
Hrefy	2	10	0.39	412
Hrefy	2	11	0.39	417
Hrefy	2	12	0.39	427
Hrefy	2	13	0.39	433
Hrefy	2	14	0.39	438
Hrefy	2	15	0.39	444
Hrefy	2	0	0.4	349
Hrefy	2	1	0.4	356
Hrefy	2	2	0.4	363
Hrefy	2	3	0.4	369
Hrefy	2	4	0.4	379
Hrefy	2	5	0.4	385
Hrefy	2	6	0.4	392
Hrefy	2	7	0.4	397
Hrefy	2	8	0.4	408
Hrefy	2	9	0.4	415
Hrefy	2	10	0.4	422
Hrefy	2	11	0.4	427
Hrefy	2	12	0.4	437
Hrefy	2	13	0.4	443
Hrefy	2	14	0.4	449
Hrefy	2	15	0.4	455
Hrefy	2	0	0.41	357
Hrefy	2	1	0.41	364
Hrefy	2	2	0.41	372
Hrefy	2	3	0.41	378
Hrefy	2	4	0.41	389
Hrefy	2	5	0.41	395
Hrefy	2	6	0.41	401
Hrefy	2	7	0.41	407
Hrefy	2	8	0.41	418
Hrefy	2	9	0.41	425
Hrefy	2	10	0.41	432
Hrefy	2	11	0.41	438
Hrefy	2	12	0.41	448
Hrefy	2	13	0.41	454
Hrefy	2	14	0.41	460
Hrefy	2	15	0.41	465
Hrefy	2	0	0.42	366
Hrefy	2	1	0.42	373
Hrefy	2	2	0.42	380
Hrefy	2	3	0.42	387
Hrefy	2	4	0.42	397
Hrefy	2	5	0.42	404
Hrefy	2	6	0.42	411
Hrefy	2	7	0.42	416
Hrefy	2	8	0.42	428
Hrefy	2	9	0.42	435
Hrefy	2	10	0.42	442
Hrefy	2	11	0.42	448
Hrefy	2	12	0.42	458
Hrefy	2	13	0.42	464
Hrefy	2	14	0.42	471
Hrefy	2	15	0.42	476
Hrefy	2	0	0.43	374
Hrefy	2	1	0.43	381
Hrefy	2	2	0.43	389
Hrefy	2	3	0.43	396
Hrefy	2	4	0.43	407
Hrefy	2	5	0.43	413
Hrefy	2	6	0.43	420
Hrefy	2	7	0.43	426
Hrefy	2	8	0.43	438
Hrefy	2	9	0.43	445
Hrefy	2	10	0.43	452
Hrefy	2	11	0.43	458
Hrefy	2	12	0.43	469
Hrefy	2	13	0.43	475
Hrefy	2	14	0.43	482
Hrefy	2	15	0.43	487
Hrefy	2	0	0.44	382
Hrefy	2	1	0.44	390
Hrefy	2	2	0.44	398
Hrefy	2	3	0.44	405
Hrefy	2	4	0.44	416
Hrefy	2	5	0.44	422
Hrefy	2	6	0.44	430
Hrefy	2	7	0.44	436
Hrefy	2	8	0.44	447
Hrefy	2	9	0.44	455
Hrefy	2	10	0.44	462
Hrefy	2	11	0.44	469
Hrefy	2	12	0.44	479
Hrefy	2	13	0.44	486
Hrefy	2	14	0.44	492
Hrefy	2	15	0.44	498
Hrefy	2	0	0.45	391
Hrefy	2	1	0.45	398
Hrefy	2	2	0.45	406
Hrefy	2	3	0.45	413
Hrefy	2	4	0.45	425
Hrefy	2	5	0.45	431
Hrefy	2	6	0.45	439
Hrefy	2	7	0.45	445
Hrefy	2	8	0.45	457
Hrefy	2	9	0.45	465
Hrefy	2	10	0.45	472
Hrefy	2	11	0.45	479
Hrefy	2	12	0.45	490
Hrefy	2	13	0.45	496
Hrefy	2	14	0.45	503
Hrefy	2	15	0.45	509
Hrefy	2	0	0.46	399
Hrefy	2	1	0.46	407
Hrefy	2	2	0.46	415
Hrefy	2	3	0.46	422
Hrefy	2	4	0.46	434
Hrefy	2	5	0.46	441
Hrefy	2	6	0.46	448
Hrefy	2	7	0.46	455
Hrefy	2	8	0.46	467
Hrefy	2	9	0.46	475
Hrefy	2	10	0.46	482
Hrefy	2	11	0.46	489
Hrefy	2	12	0.46	500
Hrefy	2	13	0.46	507
Hrefy	2	14	0.46	514
Hrefy	2	15	0.46	520
Hrefy	2	0	0.47	407
Hrefy	2	1	0.47	415
Hrefy	2	2	0.47	424
Hrefy	2	3	0.47	431
Hrefy	2	4	0.47	443
Hrefy	2	5	0.47	450
Hrefy	2	6	0.47	458
Hrefy	2	7	0.47	464
Hrefy	2	8	0.47	477
Hrefy	2	9	0.47	484
Hrefy	2	10	0.47	492
Hrefy	2	11	0.47	499
Hrefy	2	12	0.47	511
Hrefy	2	13	0.47	518
Hrefy	2	14	0.47	525
Hrefy	2	15	0.47	531
Hrefy	2	0	0.48	416
Hrefy	2	1	0.48	424
Hrefy	2	2	0.48	432
Hrefy	2	3	0.48	440
Hrefy	2	4	0.48	452
Hrefy	2	5	0.48	459
Hrefy	2	6	0.48	467
Hrefy	2	7	0.48	474
Hrefy	2	8	0.48	487
Hrefy	2	9	0.48	494
Hrefy	2	10	0.48	503
Hrefy	2	11	0.48	509
Hrefy	2	12	0.48	521
Hrefy	2	13	0.48	528
Hrefy	2	14	0.48	536
Hrefy	2	15	0.48	542
Hrefy	2	0	0.49	424
Hrefy	2	1	0.49	432
Hrefy	2	2	0.49	441
Hrefy	2	3	0.49	449
Hrefy	2	4	0.49	461
Hrefy	2	5	0.49	469
Hrefy	2	6	0.49	476
Hrefy	2	7	0.49	483
Hrefy	2	8	0.49	496
Hrefy	2	9	0.49	504
Hrefy	2	10	0.49	513
Hrefy	2	11	0.49	520
Hrefy	2	12	0.49	532
Hrefy	2	13	0.49	539
Hrefy	2	14	0.49	547
Hrefy	2	15	0.49	553
Hrefy	2	0	0.5	432
Hrefy	2	1	0.5	441
Hrefy	2	2	0.5	450
Hrefy	2	3	0.5	457
Hrefy	2	4	0.5	470
Hrefy	2	5	0.5	478
Hrefy	2	6	0.5	486
Hrefy	2	7	0.5	493
Hrefy	2	8	0.5	506
Hrefy	2	9	0.5	514
Hrefy	2	10	0.5	523
Hrefy	2	11	0.5	530
Hrefy	2	12	0.5	542
Hrefy	2	13	0.5	549
Hrefy	2	14	0.5	557
Hrefy	2	15	0.5	564
Hrefy	2	0	0.51	441
Hrefy	2	1	0.51	449
Hrefy	2	2	0.51	459
Hrefy	2	3	0.51	466
Hrefy	2	4	0.51	479
Hrefy	2	5	0.51	487
Hrefy	2	6	0.51	495
Hrefy	2	7	0.51	502
Hrefy	2	8	0.51	516
Hrefy	2	9	0.51	524
Hrefy	2	10	0.51	533
Hrefy	2	11	0.51	540
Hrefy	2	12	0.51	553
Hrefy	2	13	0.51	560
Hrefy	2	14	0.51	568
Hrefy	2	15	0.51	575
Hrefy	2	0	0.52	449
Hrefy	2	1	0.52	458
Hrefy	2	2	0.52	467
Hrefy	2	3	0.52	475
Hrefy	2	4	0.52	488
Hrefy	2	5	0.52	496
Hrefy	2	6	0.52	504
Hrefy	2	7	0.52	512
Hrefy	2	8	0.52	526
Hrefy	2	9	0.52	534
Hrefy	2	10	0.52	543
Hrefy	2	11	0.52	550
Hrefy	2	12	0.52	563
Hrefy	2	13	0.52	571
Hrefy	2	14	0.52	579
Hrefy	2	15	0.52	586
Hrefy	2	0	0.53	457
Hrefy	2	1	0.53	466
Hrefy	2	2	0.53	476
Hrefy	2	3	0.53	484
Hrefy	2	4	0.53	497
Hrefy	2	5	0.53	505
Hrefy	2	6	0.53	514
Hrefy	2	7	0.53	521
Hrefy	2	8	0.53	535
Hrefy	2	9	0.53	544
Hrefy	2	10	0.53	553
Hrefy	2	11	0.53	561
Hrefy	2	12	0.53	574
Hrefy	2	13	0.53	582
Hrefy	2	14	0.53	590
Hrefy	2	15	0.53	597
Hrefy	2	0	0.54	466
Hrefy	2	1	0.54	475
Hrefy	2	2	0.54	484
Hrefy	2	3	0.54	493
Hrefy	2	4	0.54	506
Hrefy	2	5	0.54	515
Hrefy	2	6	0.54	523
Hrefy	2	7	0.54	531
Hrefy	2	8	0.54	545
Hrefy	2	9	0.54	554
Hrefy	2	10	0.54	563
Hrefy	2	11	0.54	571
Hrefy	2	12	0.54	584
Hrefy	2	13	0.54	592
Hrefy	2	14	0.54	601
Hrefy	2	15	0.54	607
Hrefy	2	0	0.55	474
Hrefy	2	1	0.55	483
Hrefy	2	2	0.55	493
Hrefy	2	3	0.55	502
Hrefy	2	4	0.55	515
Hrefy	2	5	0.55	524
Hrefy	2	6	0.55	533
Hrefy	2	7	0.55	540
Hrefy	2	8	0.55	555
Hrefy	2	9	0.55	564
Hrefy	2	10	0.55	573
Hrefy	2	11	0.55	581
Hrefy	2	12	0.55	595
Hrefy	2	13	0.55	603
Hrefy	2	14	0.55	611
Hrefy	2	15	0.55	618
Hrefy	2	0	0.56	482
Hrefy	2	1	0.56	492
Hrefy	2	2	0.56	502
Hrefy	2	3	0.56	510
Hrefy	2	4	0.56	525
Hrefy	2	5	0.56	533
Hrefy	2	6	0.56	542
Hrefy	2	7	0.56	550
Hrefy	2	8	0.56	565
Hrefy	2	9	0.56	574
Hrefy	2	10	0.56	584
Hrefy	2	11	0.56	592
Hrefy	2	12	0.56	605
Hrefy	2	13	0.56	613
Hrefy	2	14	0.56	622
Hrefy	2	15	0.56	629
Hrefy	2	0	0.57	491
Hrefy	2	1	0.57	500
Hrefy	2	2	0.57	511
Hrefy	2	3	0.57	519
Hrefy	2	4	0.57	534
Hrefy	2	5	0.57	542
Hrefy	2	6	0.57	552
Hrefy	2	7	0.57	559
Hrefy	2	8	0.57	575
Hrefy	2	9	0.57	584
Hrefy	2	10	0.57	594
Hrefy	2	11	0.57	602
Hrefy	2	12	0.57	616
Hrefy	2	13	0.57	624
Hrefy	2	14	0.57	633
Hrefy	2	15	0.57	640
Hrefy	2	0	0.58	499
Hrefy	2	1	0.58	509
Hrefy	2	2	0.58	519
Hrefy	2	3	0.58	528
Hrefy	2	4	0.58	543
Hrefy	2	5	0.58	552
Hrefy	2	6	0.58	561
Hrefy	2	7	0.58	569
Hrefy	2	8	0.58	584
Hrefy	2	9	0.58	594
Hrefy	2	10	0.58	604
Hrefy	2	11	0.58	612
Hrefy	2	12	0.58	626
Hrefy	2	13	0.58	635
Hrefy	2	14	0.58	644
Hrefy	2	15	0.58	651
Hrefy	2	0	0.59	508
Hrefy	2	1	0.59	518
Hrefy	2	2	0.59	528
Hrefy	2	3	0.59	537
Hrefy	2	4	0.59	552
Hrefy	2	5	0.59	561
Hrefy	2	6	0.59	570
Hrefy	2	7	0.59	578
